X,ID,Name,Age,Nationality,Overall,Potential,Club,Wage,PreferredFoot,InternationalReputation,WeakFoot,SkillMoves,BodyType,Position,JerseyNumber,Height,Weight,ST,CF,W,CAM,CM,OM,CDM,WB,CB,FB,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle
7256,201886,S.Xulu,26,SouthAfrica,68,70,,0,Right,1,3,2,Normal,CB,15,74,168,57,56,57,56,59,59,65,65,67,66,60,47,64,63,52,48,57,60,65,61,71,77,70,62,58,53,69,73,71,52,72,62,52,46,64,62,65,73,67
7261,163998,T.Tzimopoulos,32,NewZealand,68,68,,0,Right,1,3,2,Stocky,CB,4,74,181,53,53,51,55,60,54,65,59,67,60,44,35,71,65,31,52,33,37,64,56,54,49,44,63,45,52,73,73,83,47,90,64,47,61,41,70,62,64,61
7283,187298,H.Rodr’_guez,28,Mexico,68,70,PueblaFC,11,Right,1,2,2,Normal,CB,27,72,174,55,53,52,53,56,53,63,60,67,62,44,41,70,62,45,52,39,42,57,58,59,58,50,66,58,63,56,58,78,52,68,68,40,46,50,68,65,68,67
7305,214441,A.Contreras,25,Chile,68,73,UniversidaddeChile,5,Right,1,3,2,Normal,CB,3,72,176,53,50,51,51,55,53,63,61,67,62,52,48,76,66,36,47,37,42,62,54,57,51,50,63,42,41,76,72,83,36,59,66,44,37,44,53,65,63,68
7329,215216,A.Niz,30,Argentina,68,68,ClubAtl’©ticoTigre,6,Right,1,3,2,Normal,CB,4,71,179,49,45,46,43,48,47,59,61,67,63,58,39,70,48,30,34,28,27,46,51,57,67,57,64,58,56,92,65,72,46,64,72,30,29,41,62,62,71,68
7334,221619,V.Cabrera,25,Argentina,68,71,MontrealImpact,3,Right,1,2,2,Normal,CB,2,72,170,49,51,52,54,57,53,65,60,67,62,34,34,58,64,31,62,34,30,64,61,68,69,65,59,59,40,59,52,71,46,81,71,26,48,44,56,68,69,67
7340,193716,D.Wilson,26,Scotland,68,71,ColoradoRapids,3,Left,1,2,2,Stocky,CB,4,74,174,51,51,51,54,59,54,66,60,67,61,31,44,67,63,36,58,42,30,70,60,54,62,58,58,41,37,70,76,81,32,75,67,33,55,37,63,63,67,67
7345,189110,P.Hanlon,28,Scotland,68,70,Hibernian,3,Left,1,4,2,Normal,CB,4,73,154,46,45,49,48,52,52,62,63,66,65,59,28,66,57,13,42,59,12,52,55,74,64,79,62,64,42,79,81,79,22,66,63,23,47,40,53,63,70,68
7353,238008,J.Elliott,22,England,68,73,PhiladelphiaUnion,3,Right,1,3,2,Lean,CB,3,77,181,43,43,42,45,53,47,64,58,66,60,21,21,65,63,24,44,25,21,67,58,54,57,39,65,35,34,71,72,72,18,75,65,21,33,34,60,69,66,65
7354,197817,H.Mosquera,31,Colombia,68,68,Rionegro’Åguilas,1,Right,1,2,2,Stocky,CB,23,73,187,48,44,41,44,49,42,59,52,66,55,22,35,68,43,25,38,34,37,59,50,47,51,44,61,42,63,72,47,83,36,70,68,32,45,35,61,69,68,64
7362,190651,M.Mart’_nez,34,Argentina,68,68,BelgranodeC’_rdoba,6,Right,1,3,2,Normal,CB,3,74,196,48,43,39,42,49,40,60,53,67,55,28,46,72,53,30,32,23,60,50,40,32,35,33,61,33,68,67,67,82,60,81,66,26,41,27,57,71,67,61
7382,221376,A.Puljióö,30,Croatia,68,68,AlFaisaly,9,Right,1,3,2,Normal,CB,66,74,174,51,47,46,47,51,48,61,59,67,62,47,37,72,57,30,32,25,28,52,54,63,52,56,64,57,61,73,64,73,40,71,65,38,39,37,73,65,71,68
7396,243907,D.Koita,18,France,68,80,EnAvantdeGuingamp,4,Right,1,3,2,Lean,CB,4,72,163,53,53,53,53,57,55,64,64,67,65,50,38,69,65,32,54,40,29,59,62,66,67,58,65,63,58,74,66,64,50,60,67,36,39,46,68,69,71,69
7399,222660,HwangHyunSoo,22,KoreaRepublic,68,73,FCSeoul,3,Right,1,4,2,Normal,CB,2,72,176,49,43,40,40,44,40,57,54,67,58,21,34,69,48,48,25,23,47,30,54,53,61,42,57,65,59,75,57,81,48,71,73,34,23,46,62,60,70,67
7400,232132,Joaqu’_n,22,Spain,68,72,RealValladolidCF,6,Right,1,3,2,Normal,CB,2,75,146,57,58,57,59,63,60,66,63,66,64,46,43,61,67,39,60,48,49,66,67,70,71,29,58,33,59,56,69,79,45,69,67,50,62,47,64,62,72,63
7435,220878,M.Cacutalua,23,Germany,68,73,FCErzgebirgeAue,3,Right,1,3,2,Lean,CB,21,74,179,52,49,48,49,51,50,61,60,67,62,33,40,67,61,39,44,35,23,51,42,68,77,67,67,63,55,74,62,76,33,58,70,38,40,36,54,69,69,66
7437,166862,J.Wright,32,England,68,68,SheffieldUnited,5,Left,1,2,2,Normal,CB,13,73,154,43,42,42,45,50,44,61,56,66,59,31,28,64,61,29,31,26,34,54,52,46,48,67,64,68,32,75,53,73,24,61,67,29,42,29,63,71,68,71
7439,197839,Leonardo,30,Brazil,68,68,HoustonDynamo,3,Right,1,2,2,Stocky,CB,22,74,190,45,44,42,47,54,46,64,56,67,57,39,35,63,60,44,40,28,36,64,54,32,36,38,63,46,43,78,63,85,23,71,67,25,56,34,60,66,68,64
7441,216271,J.vanAken,24,Netherlands,68,74,SheffieldWednesday,9,Left,1,2,2,Lean,CB,4,76,165,51,52,52,55,60,55,66,62,66,63,40,25,70,68,33,58,26,34,67,64,61,55,59,68,49,56,76,67,70,32,60,73,35,55,44,62,62,66,65
7444,241103,Z.Vanheusden,18,Belgium,68,82,StandarddeLi’åge,8,Right,1,3,2,Lean,CB,3,73,181,48,46,46,47,51,49,62,59,66,62,42,27,67,60,29,38,54,34,58,58,63,65,66,57,56,53,66,57,76,25,68,65,34,39,62,57,62,71,71
7451,219090,R.Osorio,23,Chile,68,75,CDO'Higgins,3,Left,1,3,2,Lean,CB,20,71,150,47,46,47,46,49,49,60,59,66,61,29,23,67,55,29,56,29,25,47,57,70,71,62,58,62,45,77,70,76,25,72,69,30,25,38,55,68,66,61
7464,232661,M.Bareiro,23,Argentina,68,79,DefensayJusticia,6,Right,1,2,2,Normal,CB,5,72,163,60,61,60,62,64,61,66,64,67,64,42,53,72,67,45,68,41,63,63,65,69,67,69,61,56,59,73,73,70,59,58,72,49,64,45,48,65,67,64
7477,204761,G.Hall,26,England,68,70,QueensParkRangers,4,Right,1,3,2,Lean,CB,4,75,157,48,46,45,48,52,47,62,58,67,61,27,31,68,60,28,32,30,31,52,53,60,62,55,66,44,43,71,65,78,42,64,70,37,45,45,59,67,65,66
7482,224986,Jes’_sValent’_n,26,Spain,68,71,C’_rdobaCF,4,Right,1,3,2,Stocky,CB,4,73,174,51,49,49,50,56,52,64,63,67,64,59,22,68,65,30,37,58,57,61,62,66,66,33,57,49,75,73,73,83,60,65,65,31,44,60,58,67,67,62
7495,212958,K.Opare,27,UnitedStates,68,69,DCUnited,3,Right,1,2,2,Normal,CB,6,74,190,52,50,50,50,51,52,60,60,67,62,42,38,71,57,30,50,27,28,46,51,65,71,66,67,56,37,79,71,78,25,71,62,48,38,35,56,66,67,65
7535,241381,M.Madisha,23,SouthAfrica,68,76,,0,Right,1,4,3,Normal,CB,17,71,165,55,55,56,55,57,57,64,64,67,66,41,58,65,56,33,65,33,41,64,66,72,71,55,61,65,45,68,69,58,35,52,73,35,40,82,65,68,76,73
7540,231142,NunoTom’çs,22,Portugal,68,71,OsBelenenses,3,Left,1,2,2,Normal,CB,25,72,185,46,43,43,43,46,44,58,56,67,59,31,27,70,55,28,42,30,31,37,50,58,57,57,59,56,46,85,63,79,26,69,64,30,30,43,59,67,69,66
7543,190438,F.SembBerge,28,Norway,68,70,OddsBK,2,Right,1,3,2,Normal,CB,3,74,181,49,45,41,46,53,44,63,55,67,58,29,26,66,61,37,24,34,62,61,55,44,52,32,60,57,78,74,60,84,52,68,67,35,48,32,59,65,68,65
7555,209643,M.Vilotióö,31,Serbia,68,68,FCSt.Gallen,6,Right,1,3,2,Normal,CB,15,75,185,52,50,49,50,54,50,61,58,66,60,43,38,76,58,35,54,34,42,59,58,43,51,55,55,62,62,66,67,77,52,59,63,39,41,61,66,68,69,67
7563,214765,M.Herrera,26,Argentina,68,70,ClubAtl’©ticoLan’_s,7,Right,1,2,2,Normal,CB,2,73,172,58,58,58,58,62,60,66,64,67,65,58,42,68,67,33,59,47,35,69,64,65,66,61,65,61,61,70,73,75,53,78,70,52,49,42,61,66,63,60
7585,232691,KimMinHyeok,26,KoreaRepublic,68,71,SaganTosu,2,Right,1,2,2,Normal,CB,5,74,161,44,42,41,40,43,43,57,56,66,60,23,19,61,41,26,36,28,22,30,54,78,79,44,55,52,48,63,63,83,22,81,62,28,34,32,49,66,70,70
7588,207860,A.Maund,27,UnitedStates,68,69,VancouverWhitecapsFC,3,Right,1,3,2,Lean,CB,22,73,185,53,53,49,53,57,52,64,58,67,60,25,39,68,62,26,51,42,27,52,60,48,63,34,68,38,59,71,68,73,42,74,67,42,54,32,53,67,69,60
7590,188916,H.Eyj’_lfsson,27,Iceland,68,69,,0,Right,1,3,2,Normal,CB,15,75,190,53,53,54,53,55,56,63,63,67,64,57,38,66,60,33,54,31,38,56,53,73,74,46,64,58,59,71,60,78,44,67,69,38,51,45,62,63,71,66
7599,232695,F.Sbuttoni,29,Argentina,68,68,Atl’©ticoTucum’çn,5,Left,1,3,2,Normal,CB,6,75,192,44,41,38,42,49,42,62,54,67,56,23,24,71,66,21,38,26,17,54,52,40,34,35,66,29,43,59,56,86,20,71,68,26,24,29,60,69,63,60
7615,169721,M.Richards,30,England,68,68,AstonVilla,8,Right,2,3,2,Stocky,CB,50,71,183,55,54,56,54,54,56,60,59,66,60,65,40,64,61,43,59,45,32,56,60,64,68,53,50,65,60,77,32,87,39,80,63,52,51,53,61,58,68,68
7625,177915,D.Capelli,32,Italy,68,68,Padova,2,Right,1,3,2,Normal,CB,13,73,185,43,40,38,40,48,42,60,55,67,57,45,20,65,57,18,36,31,35,57,49,33,36,34,55,55,65,83,57,89,32,65,66,29,29,46,66,70,67,66
7632,205565,D.Bulthuis,28,Netherlands,68,68,SCHeerenveen,4,Left,1,3,2,Normal,CB,14,75,194,42,36,36,36,44,40,59,55,67,58,50,22,74,51,24,26,40,21,53,42,36,52,31,55,31,49,71,73,91,24,83,61,26,23,30,60,65,68,62
7644,181247,D.Pudil,32,CzechRepublic,68,68,SheffieldWednesday,10,Left,1,2,2,Normal,CB,36,73,181,61,62,62,63,65,63,67,66,67,65,71,49,63,67,54,66,71,69,66,69,56,53,67,65,59,74,63,75,74,68,78,64,59,59,61,71,63,69,67
7648,239104,A.Pizzorno,25,Uruguay,67,70,Uni’_nEspa’±ola,2,Left,1,3,2,Normal,CB,24,73,181,48,47,49,48,51,51,60,60,66,62,54,33,75,61,31,51,26,27,56,47,70,70,67,53,51,42,65,62,68,39,68,66,32,35,41,57,71,71,59
7659,137987,J.Loti’ås,33,France,67,67,KASEupen,4,Right,1,3,2,Normal,CB,4,75,183,49,45,42,46,51,42,60,52,66,55,37,38,71,56,39,39,49,59,57,49,32,33,30,58,29,74,33,33,80,61,71,70,30,49,57,68,72,67,63
7666,208645,J.Moore-Taylor,24,England,67,74,MiltonKeynesDons,5,Left,1,2,2,Normal,CB,15,70,183,48,49,51,52,56,54,62,62,65,63,56,25,62,63,30,53,46,54,61,54,64,70,62,55,68,51,90,79,80,46,65,61,33,53,39,58,65,66,64
7671,224774,H.’öinemre,24,Turkey,67,74,G’_ztepeSK,7,Right,1,2,2,Normal,CB,4,72,170,45,43,43,44,48,45,60,57,66,59,27,24,64,61,33,41,29,28,52,42,69,69,65,64,60,46,74,65,74,27,78,62,25,31,45,52,68,68,62
7678,229384,N.Hammann,30,Germany,67,67,1.FCMagdeburg,5,Right,1,4,2,Normal,CB,10,73,174,59,58,59,57,60,60,64,65,66,65,68,50,59,63,30,56,69,67,68,62,70,71,59,60,61,72,78,70,74,65,78,67,52,43,62,59,62,66,64
7683,204042,M.Perrotta,24,Italy,67,74,Pescara,2,Left,1,2,2,Normal,CB,23,73,172,45,43,44,43,47,46,59,59,65,61,40,30,60,49,24,45,22,22,38,53,52,58,53,63,63,35,67,76,76,23,72,66,35,29,24,58,67,69,67
7689,189962,W.Moke,30,DRCongo,67,67,AtikerKonyaspor,6,Right,1,2,2,Lean,CB,19,72,172,48,49,49,50,55,54,64,64,66,65,46,27,49,64,22,49,50,36,55,45,71,74,56,63,63,59,73,85,77,21,65,66,37,54,39,49,68,74,67
7700,244749,N.Aguerd,22,Morocco,67,75,DijonFCO,4,Left,1,3,2,Lean,CB,4,74,168,54,54,52,54,58,54,64,61,66,62,41,34,68,66,38,56,43,41,59,66,51,63,49,64,52,62,66,64,71,46,68,66,39,47,48,65,63,66,66
7705,233486,R.LeNormand,21,France,67,79,RealSociedad,6,Right,1,3,2,Normal,CB,27,74,176,41,39,37,41,47,41,60,54,65,58,25,19,69,64,25,22,29,25,52,56,54,52,42,56,53,40,72,54,73,22,63,62,21,31,34,52,63,71,67
7711,183823,H’©ctorVerd’©s,34,Spain,67,67,CFRayoMajadahonda,3,Right,1,3,2,Normal,CB,21,73,176,43,38,35,38,45,38,58,50,66,53,31,20,72,56,16,34,38,34,50,42,34,30,32,52,51,75,78,54,85,23,88,62,25,36,32,56,63,64,66
7713,204816,M.Koch,23,Netherlands,67,73,NACBreda,3,Right,1,3,2,Lean,CB,4,77,172,45,43,42,45,52,45,62,56,66,58,40,22,77,60,29,40,29,30,56,60,39,34,59,64,35,47,77,60,76,30,57,70,26,37,65,54,66,65,62
7715,235280,J.Aja,25,Uruguay,67,70,VancouverWhitecapsFC,3,Right,1,3,2,Normal,CB,18,76,185,48,45,45,45,48,46,58,57,65,59,29,28,69,51,38,44,36,32,41,48,68,65,58,61,54,53,70,71,79,38,76,64,34,35,58,52,63,66,63
7716,236304,Josema,22,Spain,67,75,FCSochaux-Montb’©liard,3,Right,1,3,2,Normal,CB,4,72,179,45,43,41,43,46,43,57,56,65,60,28,23,65,60,34,31,37,35,28,53,59,62,35,58,58,49,77,53,69,25,55,62,31,38,48,52,64,73,74
7762,225050,A.Ba,24,Mauritania,67,70,AJAuxerre,2,Left,1,2,2,Stocky,CB,5,79,212,45,42,41,41,46,43,58,56,65,58,35,30,71,59,32,36,27,30,34,52,45,53,34,56,30,41,32,65,90,28,62,62,28,31,47,62,64,70,63
7763,237594,L.Å_imióö,21,Croatia,67,76,SPAL,7,Right,1,2,2,Normal,CB,5,77,196,46,42,41,41,45,43,57,55,65,58,38,30,72,52,34,39,35,37,43,46,52,51,38,60,52,47,70,54,77,24,58,62,33,32,40,64,66,70,70
7764,183066,M.Baudry,30,France,67,67,MiltonKeynesDons,5,Right,1,3,2,Normal,CB,5,74,176,47,48,48,50,54,51,62,59,65,61,33,28,72,61,27,60,31,36,57,55,65,50,64,61,45,43,69,70,70,29,60,66,28,44,40,68,66,66,67
7781,146974,MiguelFla’±o,33,Spain,67,67,CAOsasuna,4,Right,1,3,2,Normal,CB,4,70,154,52,50,50,51,54,51,62,59,66,60,40,45,65,60,40,43,43,49,55,58,55,67,65,61,67,52,92,71,80,45,78,64,36,47,52,64,63,61,64
7784,220191,MarceloDjal’_,24,Spain,67,72,ExtremaduraUD,13,Right,1,2,2,Normal,CB,18,76,190,43,38,35,36,40,37,54,50,65,53,24,22,67,35,25,39,30,30,29,52,31,49,27,57,30,61,62,46,90,19,72,62,28,28,32,46,64,70,64
7788,219680,C.Hountondji,24,Benin,67,72,NewYorkCityFC,2,Right,1,2,2,Lean,CB,5,77,179,46,44,44,45,51,47,62,58,66,60,47,28,70,64,30,43,39,35,58,54,50,53,52,57,35,48,49,58,82,29,69,66,25,34,45,64,64,69,63
7798,198178,A.Calisir,28,Sweden,67,69,IFKG’_teborg,2,Right,1,3,2,Normal,CB,26,71,163,46,47,48,50,54,51,63,59,66,61,48,25,58,59,28,47,42,22,60,57,59,58,64,55,61,44,86,65,72,27,82,62,38,53,56,64,67,68,68
7812,225316,J.Hendry,23,Scotland,67,74,Celtic,13,Right,1,2,2,Lean,CB,14,76,179,50,51,52,52,55,55,63,62,66,63,44,26,65,64,26,61,38,28,54,62,70,72,60,60,60,50,75,71,77,35,72,61,30,42,37,63,64,67,66
7815,208165,B.Djimsiti,25,Albania,67,74,Atalanta,8,Right,1,3,2,Lean,CB,19,75,183,51,50,48,52,59,52,66,59,66,61,53,36,70,68,32,34,42,30,66,65,39,33,44,59,49,52,33,61,76,30,72,69,55,56,38,63,61,70,68
7826,234791,LuanPeres,23,Brazil,67,72,ClubBruggeKV,6,Left,1,2,2,Lean,CB,4,75,174,48,46,48,47,51,51,61,61,65,63,55,30,69,59,33,47,28,37,58,57,62,62,62,61,70,47,84,65,76,23,47,63,30,32,41,48,66,70,68
7841,152107,P.Netzer,32,Austria,67,67,SCRAltach,5,Left,1,3,2,Normal,CB,5,74,176,53,52,51,54,59,53,64,59,65,60,46,38,72,67,43,55,37,43,62,60,48,43,42,55,55,66,42,66,70,50,73,66,40,58,35,57,65,67,67
7856,49966,P.Senderos,33,Switzerland,67,67,HoustonDynamo,3,Right,2,2,2,Normal,CB,4,74,185,47,44,40,43,50,43,61,54,66,56,35,32,69,58,30,31,22,20,51,52,31,34,29,64,40,60,59,63,85,26,75,62,41,42,40,63,66,66,66
7861,234032,LluisL’_pez,21,Spain,67,77,RCDEspanyol,6,Left,1,2,2,Normal,CB,27,72,174,49,49,49,49,53,52,62,60,65,62,46,24,70,62,29,47,32,26,58,64,64,58,64,64,49,46,73,51,56,18,71,71,48,31,33,59,61,66,72
7869,244786,T.H’çjek,26,CzechRepublic,67,69,ViktoriaPlzeÅ_,1,Left,1,3,2,Normal,CB,21,74,172,41,39,39,42,49,43,61,58,65,61,28,23,62,69,27,28,32,40,62,42,58,64,41,69,49,32,73,58,76,22,44,65,20,30,32,61,67,70,72
7893,193081,M.Saunier,28,France,67,67,FCLorient,3,Right,1,3,2,Lean,CB,20,72,165,46,46,45,49,57,49,65,60,66,61,38,16,62,66,47,50,24,22,69,63,35,51,55,67,60,68,74,65,73,46,68,73,18,45,55,62,52,69,71
7907,156478,Y.Abe,36,Japan,67,67,UrawaRedDiamonds,3,Right,1,3,2,Lean,CB,22,70,170,61,62,62,64,66,62,65,63,63,62,71,67,62,73,69,60,72,71,70,72,56,39,62,62,63,66,64,58,61,72,62,63,47,67,70,75,64,64,61
7908,234814,J.Ruiz,20,France,67,79,FCSochaux-Montb’©liard,2,Right,1,3,2,Lean,CB,18,74,176,55,57,57,58,60,59,64,63,65,64,58,34,59,62,38,57,41,40,58,65,68,69,61,59,51,58,72,67,76,41,63,67,59,59,49,65,65,67,63
7913,233279,ParkDongJin,23,KoreaRepublic,67,73,FCSeoul,2,Right,1,3,2,Lean,CB,50,72,159,47,45,47,45,49,48,60,59,65,61,48,26,63,54,21,42,27,28,48,52,67,64,66,65,65,46,66,67,75,38,80,66,35,28,31,62,65,64,63
7920,234817,S.KneÅ_evióö,21,Switzerland,67,79,FCLuzern,4,Right,1,2,2,Normal,CB,4,74,179,45,43,43,45,51,45,62,57,66,59,29,37,61,59,30,45,28,29,57,48,47,48,52,60,54,34,73,69,73,31,71,67,29,33,33,60,69,68,68
7937,240196,F.Escobar,23,Panama,67,73,NewYorkRedBulls,2,Right,1,2,2,Normal,CB,29,71,190,49,45,45,44,48,46,59,58,66,61,30,25,70,47,28,41,30,40,48,40,75,78,62,64,68,60,76,79,77,55,77,66,35,33,47,61,66,65,65
7939,214341,J.’Åvila,26,Colombia,67,69,JuniorFC,2,Right,1,3,2,Normal,CB,13,74,194,45,42,39,45,53,41,63,51,66,54,26,19,76,57,28,27,27,23,67,57,33,32,31,63,32,57,30,53,92,56,72,66,30,48,33,56,63,70,54
7943,229446,D.Vicencio,25,Chile,67,71,SanLuisdeQuillota,2,Right,1,3,2,Stocky,CB,14,70,176,45,44,43,45,50,46,59,55,65,58,25,17,71,55,28,51,21,25,52,45,62,47,54,65,66,31,89,62,72,18,58,64,48,36,38,61,68,68,66
7949,229703,D.Goutas,24,Greece,67,72,LechPoznaÅÜ,3,Right,1,3,2,Normal,CB,5,74,179,50,47,45,45,48,46,58,57,65,60,33,36,65,48,34,39,31,35,43,46,55,67,51,60,48,55,56,69,77,44,70,65,46,40,43,61,69,68,67
7952,237383,A.Bastoni,19,Italy,67,87,Parma,7,Left,1,3,2,Lean,CB,95,75,165,45,43,41,43,47,43,58,55,65,58,33,26,69,55,35,36,37,36,42,45,52,55,42,56,57,49,71,55,63,25,64,60,43,38,47,52,73,74,68
7955,214600,F.N’çjera,34,Colombia,67,67,LaEquidad,1,Right,1,3,2,Normal,CB,5,73,172,49,43,41,42,48,43,58,53,65,56,40,45,77,53,27,35,25,50,55,45,31,45,45,71,45,59,54,47,80,24,75,65,30,35,45,70,55,67,65
7965,229705,J.Duverne,20,France,67,77,RacingClubdeLens,3,Right,1,3,2,Lean,CB,2,72,157,50,52,53,54,58,56,63,62,66,63,47,25,67,64,32,55,44,28,59,59,62,64,64,61,68,39,73,68,67,30,61,66,55,52,33,63,66,69,69
7974,234827,J.Rasmussen,21,Denmark,67,78,Empoli,3,Left,1,3,2,Lean,CB,32,75,179,47,47,49,49,53,51,62,60,65,61,45,30,64,62,30,55,30,29,60,55,63,64,63,63,69,40,68,64,78,30,68,66,22,40,30,63,65,65,65
7979,230220,ChrisFarminh’£o,34,Brazil,67,67,Gr’émio,9,Right,1,3,2,Normal,CB,19,74,170,56,53,52,53,56,53,62,58,66,59,54,45,74,66,56,51,72,73,62,55,43,57,44,71,42,71,81,44,82,46,59,66,39,51,57,58,81,50,57
7997,241999,J.Billong,24,France,67,71,Benevento,2,Right,1,3,2,Stocky,CB,6,76,194,46,43,43,44,48,45,58,56,66,59,39,25,64,59,36,47,32,32,46,43,56,55,42,60,39,54,67,56,85,30,64,56,28,38,53,53,66,72,71
8008,241489,Nolaskoain,19,Spain,67,78,AthleticClubdeBilbao,3,Right,1,3,3,Normal,CB,31,73,176,63,64,63,65,65,63,66,63,65,63,47,63,67,73,48,64,44,45,62,70,66,59,70,65,54,57,73,68,70,45,59,68,60,65,49,62,64,64,62
8027,192596,H’©ctorRodas,30,Spain,67,67,ADAlcorc’_n,3,Right,1,3,2,Normal,CB,3,75,187,50,46,46,46,51,48,61,58,66,59,47,39,64,58,42,40,37,35,55,53,47,55,48,61,48,55,48,55,81,36,74,69,40,33,46,56,68,68,61
8044,211288,L.Dom’_nguez,28,Chile,67,68,CDEvertondeVi’±adelMar,2,Left,1,2,2,Normal,CB,24,74,170,46,45,46,47,51,48,61,58,66,59,44,29,70,63,31,55,29,23,60,53,46,52,57,62,52,39,78,56,72,32,69,68,24,30,38,68,66,65,63
8050,202073,E.Zavaleta,25,UnitedStates,67,69,TorontoFC,3,Right,1,2,2,Normal,CB,15,73,185,59,58,55,58,61,57,64,60,66,61,29,49,64,67,56,55,38,37,62,61,64,67,45,61,61,68,77,74,78,56,73,63,54,55,48,62,64,65,62
8052,139866,G.Loovens,34,Netherlands,67,67,Sunderland,5,Left,1,5,2,Normal,CB,4,75,163,42,40,39,41,48,42,60,53,65,55,42,21,71,61,26,46,38,12,57,53,34,34,32,54,47,52,50,33,75,19,73,66,17,35,24,68,68,68,64
8074,238942,N.Mitrovióö,25,Slovenia,67,72,JagielloniaBiaÅäystok,3,Right,1,3,2,Normal,CB,5,76,194,45,42,40,42,48,43,59,56,66,58,26,19,68,52,24,33,40,31,49,50,57,62,44,61,43,58,71,70,85,27,70,63,28,38,32,52,62,68,65
8100,207716,A.AlHafith,25,SaudiArabia,67,72,AlHilal,11,Right,1,3,2,Lean,CB,17,73,170,46,43,44,46,52,47,62,58,66,60,36,34,64,60,40,32,33,34,61,49,52,59,64,61,42,37,73,77,78,39,80,65,30,42,42,55,66,64,63
8121,198250,Z.Korcsm’çr,29,Hungary,67,67,FCMidtjylland,7,Right,1,3,2,Normal,CB,4,74,183,52,51,51,51,56,54,63,62,66,63,58,28,68,65,30,40,33,40,60,61,60,66,52,60,54,68,80,71,72,32,75,64,49,45,27,65,63,65,65
8148,238450,S.Raggett,24,England,67,73,RotherhamUnited,8,Right,1,4,2,Normal,CB,26,77,196,47,44,43,45,50,46,60,56,65,58,24,37,70,55,20,37,30,21,54,51,60,66,41,64,33,35,68,67,87,22,66,64,28,40,41,59,66,63,60
8155,225908,R.Oxford,19,England,67,80,WestHamUnited,9,Right,1,3,2,Lean,CB,35,75,172,49,50,50,52,56,52,63,60,65,62,34,22,64,63,36,52,44,36,57,57,66,72,62,65,53,49,66,65,72,37,68,65,34,53,48,59,66,66,65
8157,233588,Elgezabal,25,Spain,67,71,ADAlcorc’_n,7,Right,1,3,2,Lean,CB,20,73,163,48,47,46,49,54,49,63,59,66,60,40,24,66,63,32,39,36,46,62,60,56,51,57,59,56,58,73,65,72,26,72,66,38,46,41,61,63,67,68
8175,134777,G.Bourillon,34,France,67,67,LaBerrichonnedeCh’¢teauroux,2,Right,1,4,2,Normal,CB,5,74,172,49,49,47,53,60,51,66,59,66,60,48,32,70,69,44,46,53,52,66,64,33,35,32,54,52,66,63,60,71,49,58,73,27,70,64,73,66,70,62
8185,211067,D.DelFabro,23,Italy,67,72,USCremonese,20,Right,1,3,2,Lean,CB,24,74,179,45,42,41,42,46,43,58,55,66,58,25,23,70,51,34,44,22,21,47,47,65,59,55,53,67,54,90,66,72,40,71,64,22,32,36,60,73,66,64
8202,173695,M.Reynolds,31,Scotland,67,67,Aberdeen,3,Left,1,3,2,Lean,CB,6,71,150,44,47,52,51,55,55,63,64,65,65,63,19,68,64,15,56,33,30,61,62,69,67,74,63,72,28,68,66,71,19,60,63,22,47,14,65,67,67,67
8218,238979,C.Handke,29,Germany,67,67,1.FCMagdeburg,5,Right,1,3,2,Normal,CB,3,75,176,43,39,38,39,45,41,59,56,66,59,34,25,68,55,24,35,28,30,42,43,38,59,40,64,42,44,54,69,85,21,63,66,23,28,31,62,67,69,64
8224,199813,G.Trauner,26,Austria,67,72,LASKLinz,4,Right,1,3,2,Normal,CB,18,72,181,61,61,60,61,63,62,66,65,66,64,59,51,48,65,48,58,58,49,60,64,55,70,60,68,71,68,75,84,84,63,81,56,65,57,49,50,63,70,66
8231,204422,D.McGowan,26,Australia,67,68,GangwonFC,2,Right,1,2,2,Normal,CB,44,73,176,55,53,52,53,58,54,64,60,66,61,47,55,70,62,27,53,44,40,58,57,44,48,55,64,62,52,76,76,78,32,69,68,44,54,46,67,63,65,62
8333,227740,D.Arboleda,23,Colombia,67,78,Am’©ricadeCali,1,Right,1,2,2,Lean,CB,2,75,183,41,38,37,39,44,39,58,54,66,57,27,16,75,60,23,32,21,26,35,41,53,37,47,66,43,37,42,58,91,23,52,73,26,28,40,53,65,67,60
8336,219293,M.Helik,22,Poland,67,72,Cracovia,2,Right,1,3,2,Lean,CB,39,75,176,58,54,54,52,54,55,61,62,66,63,52,56,69,63,49,47,29,40,51,49,68,68,50,66,60,52,79,72,74,41,68,69,58,36,32,55,56,68,65
8343,223135,M.AkbaÅ™,28,Turkey,67,67,Trabzonspor,10,Left,1,2,2,Normal,CB,27,74,179,56,54,54,53,57,55,62,61,65,62,63,38,70,60,33,58,58,35,58,60,55,39,63,65,50,75,59,68,79,66,66,63,48,38,44,65,62,68,65
